file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Minestom-master\src\main\java\net\minestom\server\adventure\Localizable.java,net.minestom.server.adventure.Localizable,interface,3,6,3,3,3,1,0,0,3,0,0,0,3,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,33,1,0
C:\Minestom-master\src\main\java\net\minestom\server\inventory\type\EnchantmentTableInventory.java,net.minestom.server.inventory.type.EnchantmentTableInventory$EnchantmentSlot,enum,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
C:\Minestom-master\src\main\java\net\minestom\server\entity\metadata\water\fish\TropicalFishMeta.java,net.minestom.server.entity.metadata.water.fish.TropicalFishMeta$Variant,innerclass,3,3,0,3,9,1,0,0,12,0.6666667,0.33333334,1,9,0,9,0,0,0,9,0,0,0,4,0,0,4,0,0,0,0,0,36,4,0,0,0,0,0,0,8,0,4,0,0,0,0,10,9,0
C:\Minestom-master\src\main\java\net\minestom\server\snapshot\SnapshotUpdaterImpl.java,net.minestom.server.snapshot.SnapshotUpdaterImpl,class,8,9,1,8,8,1,0,13,4,0.5,0.16666667,0.16666667,4,1,1,0,0,3,4,0,0,0,3,0,0,3,0,0,1,0,0,39,4,1,3,0,2,1,0,12,0,11,2,0,0,1,28,16,0
C:\Minestom-master\src\main\java\net\minestom\server\instance\EntityTrackerImpl.java,net.minestom.server.instance.EntityTrackerImpl$Anonymous1,anonymous,2,2,0,2,4,1,0,2,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,1,0,0,0,6,-1,0
C:\Minestom-master\src\main\java\net\minestom\server\registry\Registry.java,net.minestom.server.registry.BlockEntry,class,6,7,1,6,22,1,0,9,133,0.891641,0.006535948,0.006535948,19,0,18,1,0,0,18,0,0,0,17,0,0,17,0,0,17,0,0,107,18,0,3,0,0,16,3,22,0,20,2,0,0,2,37,25,0
C:\Minestom-master\src\test\java\net\minestom\server\entity\PlayerHeldIntegrationTest.java,net.minestom.server.entity.PlayerHeldIntegrationTest,class,6,6,0,6,2,1,0,16,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,15,7,0,8,1,0,0,1,20,1,0
C:\Minestom-master\src\main\java\net\minestom\server\event\player\PlayerDisconnectEvent.java,net.minestom.server.event.player.PlayerDisconnectEvent,class,3,4,1,3,2,1,0,0,0,0,1,1,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,0
C:\Minestom-master\src\main\java\net\minestom\server\map\MapColors.java,net.minestom.server.map.MapColors$Multiplier,enum,1,1,0,1,3,1,0,1,0,0.33333334,0.6666667,1,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0,2,0,0,13,2,0,0,0,0,0,4,2,0,2,0,0,0,0,16,1,0
C:\Minestom-master\src\main\java\net\minestom\server\entity\pathfinding\PFBlock.java,net.minestom.server.entity.pathfinding.PFBlock,class,9,12,3,9,18,1,0,18,0,0.5,0.8181818,0.8181818,11,1,10,0,0,1,11,0,0,0,2,1,0,2,0,0,2,0,0,42,11,0,6,0,0,4,3,4,0,5,1,0,0,1,51,17,0
C:\Minestom-master\src\main\java\net\minestom\server\listener\TabCompleteListener.java,net.minestom.server.listener.TabCompleteListener,class,9,10,1,9,5,1,0,18,1,0,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,18,1,0,1,0,0,2,1,4,1,3,1,0,0,1,17,1,0
C:\Minestom-master\src\main\java\net\minestom\server\network\player\PlayerSocketConnection.java,net.minestom.server.network.player.PlayerSocketConnection,class,30,32,2,30,71,2,0,80,410,0.9138756,0.1005291,0.34126985,33,0,27,5,0,1,28,0,0,0,19,2,0,19,0,0,9,0,9,271,18,4,12,6,1,6,10,60,6,54,4,0,0,6,217,1,1
C:\Minestom-master\src\main\java\net\minestom\server\command\builder\parser\ArgumentParser.java,net.minestom.server.command.builder.parser.ArgumentParser,class,8,10,2,8,28,1,0,18,1,0.5,0,0,2,2,2,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,164,3,4,11,2,0,32,15,50,5,30,6,0,1,3,56,1,0
C:\Minestom-master\src\main\java\net\minestom\server\entity\metadata\other\EnderDragonMeta.java,net.minestom.server.entity.metadata.other.EnderDragonMeta$Phase,enum,1,1,0,1,0,1,0,1,0,NaN,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,1,0
C:\Minestom-master\src\main\java\net\minestom\server\item\ItemStack.java,net.minestom.server.item.ItemStack,interface,25,30,5,25,38,1,0,34,526,0.93939394,0,0,33,6,0,0,0,33,34,0,0,0,1,0,0,0,0,1,0,0,8,113,21,0,4,0,0,23,4,7,0,10,1,0,1,3,82,0,0
C:\Minestom-master\src\main\java\net\minestom\server\command\CommandParser.java,net.minestom.server.command.CommandParser$Result,interface,8,8,0,8,3,1,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0
C:\Minestom-master\src\main\java\net\minestom\server\entity\metadata\monster\raider\VindicatorMeta.java,net.minestom.server.entity.metadata.monster.raider.VindicatorMeta,class,4,4,0,4,1,8,0,0,0,1,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,2,2,0,0,0,2,0,0,7,0,0,0,0,0,0,1,2,1,2,0,0,0,0,16,1,0
C:\Minestom-master\src\main\java\net\minestom\server\network\packet\server\play\FacePlayerPacket.java,net.minestom.server.network.packet.server.play.FacePosition,enum,1,1,0,1,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0
C:\Minestom-master\src\main\java\net\minestom\server\utils\function\IntegerBiConsumer.java,net.minestom.server.utils.function.IntegerBiConsumer,interface,1,2,1,1,1,1,0,0,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
C:\Minestom-master\src\main\java\net\minestom\server\utils\collection\ObjectArrayImpl.java,net.minestom.server.utils.collection.ObjectArrayImpl$SingleThread,innerclass,5,5,0,5,7,1,0,4,0,0.2,1,1,5,0,4,0,0,1,5,0,0,0,2,0,0,2,0,0,0,0,4,26,2,0,0,0,0,0,4,9,4,5,1,0,0,0,19,24,0
C:\Minestom-master\src\test\java\net\minestom\server\instance\GeneratorIntegrationTest.java,net.minestom.server.instance.GeneratorIntegrationTest,class,5,5,0,5,14,1,0,19,15,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,70,0,5,2,0,0,7,56,20,5,26,1,0,0,6,29,1,0
C:\Minestom-master\src\main\java\net\minestom\server\tag\TagNbtSeparator.java,net.minestom.server.tag.TagNbtSeparator,class,9,13,4,9,16,1,0,23,10,0.8,0.5,0.5,5,5,0,2,0,3,4,0,0,0,3,1,0,0,0,3,1,0,21,67,2,3,4,1,1,2,1,11,1,13,4,0,0,1,53,16,0
C:\Minestom-master\src\main\java\net\minestom\server\entity\metadata\monster\raider\PillagerMeta.java,net.minestom.server.entity.metadata.monster.raider.PillagerMeta,class,4,4,0,4,1,8,0,0,0,1,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,2,2,0,0,0,2,0,0,7,0,0,0,0,0,0,1,2,1,2,0,0,0,0,16,1,0
C:\Minestom-master\src\main\java\net\minestom\server\ServerProcess.java,net.minestom.server.ServerProcess,interface,26,30,4,26,24,1,0,0,276,0,0,0,24,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,1,0
C:\Minestom-master\src\main\java\net\minestom\server\command\builder\ArgumentCallback.java,net.minestom.server.command.builder.ArgumentCallback,interface,3,6,3,3,1,1,0,0,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0
C:\Minestom-master\src\test\java\net\minestom\server\utils\ChunkUtilsTest.java,net.minestom.server.utils.ChunkUtilsTest,class,6,6,0,6,3,1,0,13,3,0,NaN,NaN,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,21,1,0,0,0,2,1,50,7,0,17,0,0,0,6,22,1,0
C:\Minestom-master\src\main\java\net\minestom\server\entity\metadata\other\PrimedTntMeta.java,net.minestom.server.entity.metadata.other.PrimedTntMeta,class,4,4,0,4,3,2,0,3,1,0.6666667,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,2,2,2,0,0,0,2,0,1,13,1,0,0,0,0,0,2,2,1,2,0,0,0,0,20,1,0
C:\Minestom-master\src\main\java\net\minestom\server\instance\block\BlockHandler.java,net.minestom.server.instance.block.BlockHandler$Interaction,innerclass,7,7,0,7,7,1,0,0,9,0.7142858,0.2857143,1,7,0,7,0,0,0,7,0,0,0,6,0,0,6,0,0,6,0,0,34,6,0,0,0,0,0,0,6,0,6,0,0,0,0,14,16,0
C:\Minestom-master\src\main\java\net\minestom\server\adventure\audience\Audiences.java,net.minestom.server.adventure.audience.Audiences,class,11,13,2,11,15,1,0,20,0,0.26666668,0.26666668,0.26666668,15,15,15,0,0,0,15,0,0,0,1,1,0,1,0,0,1,0,3,48,15,0,0,0,0,0,0,1,0,1,0,0,0,0,63,1,0
C:\Minestom-master\src\main\java\net\minestom\server\network\ConnectionState.java,net.minestom.server.network.ConnectionState,enum,0,2,2,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
C:\Minestom-master\src\main\java\net\minestom\server\utils\mojang\MojangUtils.java,net.minestom.server.utils.mojang.MojangUtils,class,8,10,2,8,6,1,0,14,3,0.6666667,0,0,3,3,2,1,0,0,2,0,0,0,3,3,0,3,0,0,3,0,4,31,6,0,0,1,0,3,1,5,0,6,3,0,0,1,39,17,0
C:\Minestom-master\src\test\java\net\minestom\server\instance\InstanceUnregisterIntegrationTest.java,net.minestom.server.instance.InstanceUnregisterIntegrationTest,class,6,6,0,6,4,1,0,16,6,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,5,16,0,13,0,0,1,0,26,1,0
C:\Minestom-master\src\main\java\net\minestom\server\utils\Rotation.java,net.minestom.server.utils.Rotation,enum,1,2,1,1,2,1,0,2,0,0,1,1,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,1,16,2,0,0,0,2,0,4,1,2,1,0,0,0,0,36,1,0
C:\Minestom-master\src\main\java\net\minestom\server\world\biomes\BiomeParticle.java,net.minestom.server.world.biomes.Option,interface,6,6,0,6,9,1,0,0,24,0.7777778,0,0,9,0,8,0,0,1,9,0,0,0,3,3,0,3,0,0,3,0,0,18,0,0,0,0,0,3,0,3,0,3,0,0,0,0,20,1,0
C:\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\relative\ArgumentRelativeBlockPosition.java,net.minestom.server.command.builder.arguments.relative.ArgumentRelativeBlockPosition,class,3,4,1,3,5,3,0,2,10,0,0,0,5,0,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,17,4,0,0,0,0,2,1,0,0,0,0,0,0,0,26,1,0
C:\Minestom-master\src\main\java\net\minestom\server\entity\metadata\water\fish\TropicalFishMeta.java,net.minestom.server.entity.metadata.water.fish.TropicalFishMeta$Pattern,enum,1,1,0,1,0,1,0,1,0,NaN,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,1,0
C:\Minestom-master\src\main\java\net\minestom\server\event\server\ServerListPingEvent.java,net.minestom.server.event.server.ServerListPingEvent,class,6,7,1,6,8,1,0,1,12,0.6875,0.2857143,0.5714286,8,0,8,0,0,0,8,0,0,0,4,0,0,4,0,0,2,0,1,32,4,0,0,0,0,0,0,6,0,4,0,0,0,0,82,1,0
C:\Minestom-master\src\main\java\net\minestom\server\entity\metadata\ambient\BatMeta.java,net.minestom.server.entity.metadata.ambient.BatMeta,class,5,5,0,5,3,5,0,2,1,0.5555556,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,3,3,2,1,0,0,3,0,0,14,1,0,0,0,0,0,2,3,1,3,0,0,0,0,29,1,0
C:\Minestom-master\src\test\java\net\minestom\server\command\ArgumentTest.java,net.minestom.server.command.ArgumentTest,class,5,5,0,5,4,1,0,19,6,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,12,3,4,0,9,1,0,0,2,21,1,0
C:\Minestom-master\src\main\java\net\minestom\server\adventure\bossbar\BossBarManager.java,net.minestom.server.adventure.bossbar.BossBarManager,class,7,9,2,7,25,1,0,27,23,0.6969697,0.25,0.25,11,0,9,2,0,0,9,0,0,0,3,0,0,2,0,1,3,0,3,79,4,2,7,0,0,0,0,15,0,18,2,0,0,3,97,1,0
C:\Minestom-master\src\main\java\net\minestom\server\listener\BlockPlacementListener.java,net.minestom.server.listener.BlockPlacementListener,class,23,24,1,23,25,1,0,41,1,0.5,NaN,NaN,2,2,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,6,94,9,0,15,0,0,1,10,32,0,28,2,0,0,0,75,1,0
C:\Minestom-master\src\main\java\net\minestom\server\entity\ai\TargetSelector.java,net.minestom.server.entity.ai.TargetSelector,class,4,10,6,4,3,1,2,0,1,0.33333334,0.33333334,0.33333334,3,0,3,0,0,0,3,1,0,0,1,0,0,0,1,0,1,0,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,39,1025,0
C:\Minestom-master\src\main\java\net\minestom\server\event\EventNode.java,net.minestom.server.event.EventNode,interface,18,23,5,18,37,1,0,22,528,0.969697,0,0,33,8,0,1,0,32,33,0,0,0,1,0,0,0,0,1,0,0,8,71,11,0,1,0,1,13,0,0,0,11,1,0,0,5,196,0,0
C:\Minestom-master\src\main\java\net\minestom\server\entity\metadata\animal\FoxMeta.java,net.minestom.server.entity.metadata.animal.FoxMeta$Type,enum,1,1,0,1,0,1,0,1,0,NaN,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,1,0
C:\Minestom-master\src\test\java\net\minestom\server\command\CommandPacketFilteringTest.java,net.minestom.server.command.CommandPacketFilteringTest,class,6,7,1,6,17,1,0,13,136,0.9411765,0,0,17,0,16,1,0,0,16,0,0,0,1,1,0,1,0,0,1,0,3,101,0,0,0,0,2,50,0,22,0,60,0,0,0,19,39,1,0
C:\Minestom-master\src\main\java\net\minestom\server\recipe\StonecutterRecipe.java,net.minestom.server.recipe.StonecutterRecipe,class,4,5,1,4,7,2,0,0,3,0.5714286,0.42857143,1,7,0,6,0,1,0,7,0,0,0,3,0,0,3,0,0,0,0,0,29,3,0,0,0,0,0,0,6,0,3,0,0,0,0,12,1025,0
C:\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\minecraft\registry\ArgumentRegistry.java,net.minestom.server.command.builder.arguments.minecraft.registry.ArgumentRegistry,class,5,10,5,5,4,2,0,1,3,0.6666667,0,0,3,0,3,0,0,0,3,1,0,0,1,1,1,0,0,0,1,0,0,12,1,0,1,0,0,1,1,2,0,2,1,0,0,0,23,1025,0
C:\Minestom-master\src\main\java\net\minestom\server\event\EventBinding.java,net.minestom.server.event.EventBinding$FilteredBuilder,innerclass,8,8,0,8,5,1,0,9,0,0.33333334,0.6666667,1,3,0,2,0,0,1,3,0,0,0,3,0,0,3,0,0,3,0,1,36,3,1,0,0,0,0,0,8,0,9,3,1,0,1,19,0,0
C:\Minestom-master\src\main\java\net\minestom\server\entity\metadata\villager\WanderingTraderMeta.java,net.minestom.server.entity.metadata.villager.WanderingTraderMeta,class,4,4,0,4,1,8,0,0,0,1,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,2,2,0,0,0,2,0,0,7,0,0,0,0,0,0,1,2,1,2,0,0,0,0,16,1,0
C:\Minestom-master\src\main\java\net\minestom\server\adventure\audience\AudienceRegistry.java,net.minestom.server.adventure.audience.AudienceRegistry,class,5,10,5,5,14,1,0,18,15,0.55,0.33333334,0.33333334,10,0,10,0,0,0,10,0,0,0,2,0,0,2,0,0,2,0,3,45,7,0,2,0,0,0,1,2,0,3,1,0,0,1,53,1,0
C:\Minestom-master\src\main\java\net\minestom\server\network\packet\client\play\ClientUpdateStructureBlockPacket.java,net.minestom.server.network.packet.client.play.Mirror,enum,1,1,0,1,2,1,0,0,0,0,NaN,NaN,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0
C:\Minestom-master\src\main\java\net\minestom\server\utils\block\BlockUtils.java,net.minestom.server.utils.block.BlockUtils,class,12,15,3,12,24,1,0,23,60,0.75,0.045454547,0.045454547,12,2,12,0,0,0,12,0,0,0,2,0,0,2,0,0,2,0,4,78,15,2,6,0,0,2,28,18,4,16,4,0,0,1,47,1,0
C:\Minestom-master\src\test\java\net\minestom\server\command\CommandPacketTest.java,net.minestom.server.command.CommandPacketTest$C,enum,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
C:\Minestom-master\src\main\java\net\minestom\server\event\player\PlayerEatEvent.java,net.minestom.server.event.player.PlayerEatEvent,class,6,7,1,6,5,1,0,0,0,0.53333336,0.5,1,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,3,0,0,22,4,0,0,0,0,0,0,3,0,3,0,0,0,0,25,1,0
C:\Minestom-master\src\main\java\net\minestom\server\utils\ObjectPool.java,net.minestom.server.utils.ObjectPool,class,14,20,6,14,18,1,0,18,25,0.9230769,0.35238096,0.52380955,14,0,13,0,0,1,15,0,0,0,14,4,2,9,0,3,8,0,3,77,6,2,2,1,2,1,2,13,0,21,2,0,0,2,51,17,0
C:\Minestom-master\src\test\java\net\minestom\server\command\CommandPacketTest.java,net.minestom.server.command.CommandPacketTest$B,enum,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
C:\Minestom-master\src\main\java\net\minestom\server\event\entity\projectile\ProjectileCollideEvent.java,net.minestom.server.event.entity.projectile.ProjectileCollideEvent,class,6,9,3,6,5,1,2,0,4,0.6,0.3,0.4,5,0,4,0,1,0,5,0,0,0,3,0,0,3,0,0,2,0,0,21,3,0,0,0,0,0,0,3,0,3,0,0,0,0,16,0,0
C:\Minestom-master\src\main\java\net\minestom\server\adventure\bossbar\BossBarListener.java,net.minestom.server.adventure.bossbar.BossBarListener,class,10,12,2,10,8,1,0,9,19,0.71428573,0,0,7,0,5,1,0,1,6,0,0,0,1,0,0,1,0,0,1,0,0,27,0,0,1,0,0,0,0,2,0,7,1,0,0,5,52,0,0
C:\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\ArgumentStringArray.java,net.minestom.server.command.builder.arguments.ArgumentStringArray,class,4,6,2,4,5,2,0,6,10,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,20,4,0,0,0,0,2,1,0,0,1,1,0,0,1,27,1,0
C:\Minestom-master\src\test\java\net\minestom\server\item\ItemMetaTest.java,net.minestom.server.item.ItemMetaTest,class,4,4,0,4,4,1,0,20,6,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0,0,4,4,9,0,10,1,0,0,1,25,1,0
C:\Minestom-master\src\main\java\net\minestom\server\event\player\PlayerTickEvent.java,net.minestom.server.event.player.PlayerTickEvent,class,3,3,0,3,2,1,0,0,0,0,1,1,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,0
C:\Minestom-master\src\main\java\net\minestom\server\entity\metadata\other\GlowItemFrameMeta.java,net.minestom.server.entity.metadata.other.GlowItemFrameMeta,class,4,4,0,4,1,3,0,0,0,1,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,2,2,0,0,0,2,0,0,7,0,0,0,0,0,0,1,2,1,2,0,0,0,0,16,1,0
