file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\ghidra-master\GPL\DMG\src\dmg\java\mobiledevices\dmg\btree\BTreeUserDataRecord.java,mobiledevices.dmg.btree.BTreeUserDataRecord,class,2,3,1,2,2,1,0,1,0,0,1,1,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,1,1,0,1,0,0,0,0,22,1,0
C:\ghidra-master\GPL\DMG\src\dmg\java\mobiledevices\dmg\btree\BTreeNodeKinds.java,mobiledevices.dmg.btree.BTreeNodeKinds,class,0,0,0,0,0,1,0,0,0,NaN,-1,-1,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,4,0,0,6,0,0,0,0,0,0,4,4,0,4,0,0,0,0,23,17,0
C:\ghidra-master\GPL\DMG\src\dmg\java\mobiledevices\dmg\decmpfs\DecmpfsCompressionTypes.java,mobiledevices.dmg.decmpfs.DecmpfsCompressionTypes,class,0,0,0,0,0,1,0,0,0,NaN,-1,-1,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,5,0,0,7,0,0,0,0,0,0,5,5,0,5,0,0,0,0,22,17,0
C:\ghidra-master\GPL\DMG\src\dmg\java\mobiledevices\dmg\hfsplus\AttributesFileParser.java,mobiledevices.dmg.hfsplus.AttributesFileParser,class,18,21,3,18,15,1,0,24,4,0.6,1,1,5,0,3,2,0,0,3,0,0,0,3,0,0,3,0,0,0,0,1,76,10,2,7,2,0,5,3,18,2,18,4,1,0,0,76,1,0
C:\ghidra-master\GPL\DMG\src\dmg\java\mobiledevices\dmg\hfsplus\AttributesFileParser.java,mobiledevices.dmg.hfsplus.AttributesFileParser$Anonymous1,anonymous,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C:\ghidra-master\GPL\DMG\src\dmg\java\mobiledevices\dmg\decmpfs\DecmpfsStates.java,mobiledevices.dmg.decmpfs.DecmpfsStates,class,0,0,0,0,0,1,0,0,0,NaN,-1,-1,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,4,0,0,6,0,0,0,0,0,0,4,4,0,4,0,0,0,0,22,17,0
C:\ghidra-master\GPL\DMG\src\dmg\java\mobiledevices\dmg\ghidra\GBinaryReader.java,mobiledevices.dmg.ghidra.GBinaryReader,class,9,18,9,9,124,1,0,43,842,0.82637364,0.28413463,0.6375,65,0,61,0,4,0,65,0,0,0,7,4,4,3,0,0,4,0,0,458,58,16,19,0,26,13,62,138,32,75,3,0,0,0,178,1,0
C:\ghidra-master\GPL\DMG\src\dmg\java\mobiledevices\dmg\ghidra\GStringUtilities.java,mobiledevices.dmg.ghidra.GStringUtilities,class,1,2,1,1,8,1,0,6,3,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,36,4,3,2,1,0,1,14,12,6,8,2,0,0,0,39,1,0
C:\ghidra-master\GPL\DMG\src\dmg\java\mobiledevices\dmg\xattr\XattrConstants.java,mobiledevices.dmg.xattr.XattrConstants,class,0,0,0,0,0,1,0,0,0,NaN,-1,-1,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,4,0,0,6,0,0,0,0,0,4,0,4,0,4,0,0,0,0,21,17,0
C:\ghidra-master\GPL\DMG\src\dmg\java\mobiledevices\dmg\btree\BTreeNodeRecord.java,mobiledevices.dmg.btree.BTreeNodeRecord,class,4,7,3,4,23,1,0,11,54,0.8461539,0.16666667,1,13,0,11,1,0,1,12,0,0,0,12,0,0,12,0,0,0,0,0,97,12,1,2,0,0,0,1,14,0,14,2,0,0,0,43,1,0
C:\ghidra-master\GPL\DMG\src\dmg\java\mobiledevices\dmg\server\DmgServer.java,mobiledevices.dmg.server.DmgServer,class,8,9,1,8,35,1,0,37,21,0,0,0,7,7,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,150,8,7,8,3,0,18,9,27,7,26,8,0,0,0,77,1,0
C:\ghidra-master\GPL\DMG\src\dmg\java\mobiledevices\dmg\ghidra\GByteProvider.java,mobiledevices.dmg.ghidra.GByteProvider,class,2,6,4,2,17,1,0,10,0,0.42307693,0.64102566,1,13,0,13,0,0,0,13,0,0,0,2,0,0,2,0,0,0,0,0,61,9,0,1,1,0,3,1,7,1,5,1,0,0,0,66,1,0
C:\ghidra-master\GPL\DMG\src\dmg\java\mobiledevices\dmg\btree\BTreeHeaderRecordAttributes.java,mobiledevices.dmg.btree.BTreeHeaderRecordAttributes,class,0,0,0,0,0,1,0,0,0,NaN,-1,-1,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,5,0,0,0,0,0,0,3,3,0,3,0,0,0,0,25,17,0
C:\ghidra-master\GPL\DMG\src\dmg\java\mobiledevices\dmg\btree\BTreeMapRecord.java,mobiledevices.dmg.btree.BTreeMapRecord,class,3,4,1,3,4,1,0,2,0,0,1,1,3,0,2,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,13,2,0,1,0,3,0,7,2,5,2,0,0,0,0,39,1,0
C:\ghidra-master\GPL\DMG\src\dmg\java\mobiledevices\dmg\btree\BTreeHeaderRecord.java,mobiledevices.dmg.btree.BTreeHeaderRecord,class,2,5,3,2,16,1,0,4,90,0.875,0.125,1,16,0,15,0,0,1,16,0,0,0,15,0,0,15,0,0,0,0,0,79,15,0,0,0,0,0,1,15,0,15,0,0,0,0,57,1,0
C:\ghidra-master\GPL\DMG\src\dmg\java\mobiledevices\dmg\reader\DmgInputStream.java,mobiledevices.dmg.reader.DmgInputStream,class,2,3,1,2,5,2,0,2,0,0,1,1,5,0,4,0,0,1,5,0,0,0,1,0,0,1,0,0,0,0,0,18,4,0,0,0,0,0,0,1,0,1,0,0,0,0,27,1,0
C:\ghidra-master\GPL\DMG\src\dmg\java\mobiledevices\dmg\btree\BTreeRootNodeDescriptor.java,mobiledevices.dmg.btree.BTreeRootNodeDescriptor,class,5,6,1,5,8,2,0,7,3,0.625,0.4,1,6,0,6,0,0,0,6,0,0,0,4,0,0,4,0,0,0,0,0,42,6,1,0,1,0,0,2,8,0,7,1,0,0,0,30,1,0
